"Product ID [Non Editable]","Variant ID [Non Editable]","Product Type [Non Editable]","Product Page","Product URL","Title","Description","SKU","Option Name 1","Option Value 1","Option Name 2","Option Value 2","Option Name 3","Option Value 3","Option Name 4","Option Value 4","Option Name 5","Option Value 5","Option Name 6","Option Value 6","Price","Sale Price","On Sale","Stock","Categories","Tags","Weight","Length","Width","Height","Visible","Hosted Image URLs"
"637144235e4d981e96bd87e4","f19ada79-6b72-4bd9-bbc5-94a36b34e628","PHYSICAL","shop","cute-silkscreen-animal-greeting-card-benson-and-hedgehog","Cute silkscreen animal greeting card - Benson and Hedgehog","Simple silkscreen greeting card (4x6"") of two best friends on 140# cardstock from French Paper Co. Based on my 105lb. mastiff. Each print is hand cut and hand pulled and will contain minor variations. Balloon and bow tie are hand painted.","SQ8485061","","","","","","","","","","","","","6.00","0.00","No","5","Cards","cute, animals, mastiff, hedgehog, ombre, gradient, blue, gold, birthday","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367395402-2FJFTGPU74LK5XDGSDUO/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2F15ba6e%2F4175290752%2Fil_fullxfull.4175290752_y4s2.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367396185-YMBZIB0H5PPFNLDIMUU7/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2Fbb8085%2F4222941413%2Fil_fullxfull.4222941413_8hbg.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367396996-WVBYSKNOPHKWCPH72BE3/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2F41da8e%2F4175290682%2Fil_fullxfull.4175290682_ar6x.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367397461-8J6Z0ITE9Q6P1IPGCVDI/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2F03c434%2F4175290596%2Fil_fullxfull.4175290596_3ber.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367397900-L1L7OHAK1T8NLQP5E258/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2Ffb0dd4%2F4175262624%2Fil_fullxfull.4175262624_sqt9.jpg"
"63714415ff31ab3905ea1d32","9ec49a1d-f50a-4e56-a2a7-4243ee5044dc","PHYSICAL","shop","fun-party-invite-silkscreen-postcards-5-pack","Fun Party Invite, Silkscreen Postcards (5-pack)","4x6” party invite postcards. Front is hand mixed orange acrylic ink printed on 140 lb. Muscletone cover stock from French Paper Co. Back is printed in black with space for all your party information. These invitations are simple, fun and adds a personal touch to any party. Each print is pulled by hand and will contain some unique imperfections. Color may vary.<br><br>Please contact me for larger orders.","SQ1524757","","","","","","","","","","","","","12.50","0.00","No","4","Cards","invitation, silkscreen, postcard, party, 4x6, invite, fun, handprint, wedding, graduation, shower, kids, happy","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367381564-285BTZGP6I0SEM2MN6O7/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2F24b67f%2F438794370%2Fil_fullxfull.438794370_kx0a.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367382298-BLVVLJFOXEXXB0KRV92C/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2F76b383%2F438794368%2Fil_fullxfull.438794368_kl9t.jpg"
"637143f52b948c6721bff913","c536319a-a669-4e34-9fe9-b680e7ca2435","PHYSICAL","shop","simple-silkscreen-4x6-card-running-race-kit","Simple Silkscreen 4x6 card - Running Race Kit","4x6"" card featuring race kit icons. Perfect for a post-race congratulations.<br><br>Card is hand cut single-process silkscreen print in gold ink on 140 lb. Speckletone cover stock from French Paper Co. Each of the prints is individually pulled by hand and will contain some unique imperfections.","SQ7829012","","","","","","","","","","","","","6.00","0.00","No","5","Cards","Running, Race, Congratulations, Congrats, Gold, Way to go, Good job, Run, gift, knolling, achievement, accomplishment","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367349472-2FBP7G1VO7NH35OH8588/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2F9a57ec%2F672888418%2Fil_fullxfull.672888418_mv9t.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367350109-NMXR6JFPTKXGQGZ76O6U/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2F4e7389%2F673008467%2Fil_fullxfull.673008467_nhh3.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367350602-B7XA6TLSRX5XBAQ9KPG1/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2Fb1ce64%2F673008457%2Fil_fullxfull.673008457_3z53.jpg"
"637143efff31ab3905ea1d0a","93ed6869-191c-4a03-bdbb-39e57dce7142","PHYSICAL","shop","simple-greeting-notecards-xo-linoleum-block-notecards-wenvelopes-5-pack","Simple Greeting Notecards - XO, Linoleum block Notecards w/envelopes (5-pack)","4x6"" XO notecards (postcard style) with envelopes – available in packs of 5. Cards are hand-printed 2-process linoleum block prints in red and white on 140 lb. Muscletone cover stock from French Paper Co. Block is hand carved. Each print is individually pressed by hand and will contain some unique imperfections.<br><br>Great for anniversaries, love notes, or just to tell someone hello!<br><br>Please contact me for larger orders.","SQ0158718","","","","","","","","","","","","","12.50","0.00","No","2","Cards","Red, Simple, Typography, XO, Paper Goods, Linoleum Print, 4x6, Postcard Style, Note Card, Love, Anniversary, Thinking of You, Valentine","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367343468-S7XINCTWHW0BEYDUVFIW/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2Fa8ed2a%2F439044337%2Fil_fullxfull.439044337_brji.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367344074-LVIYVCK7SLMW7TT1534M/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2F7b9661%2F439031030%2Fil_fullxfull.439031030_cm3w.jpg"
"637143edf75f4e3465728b1e","36367e32-2c06-42cf-994f-a112bea026d7","PHYSICAL","shop","funny-birthday-card-linoleum-block-print-wenvelope","Funny Birthday Card, Linoleum Block print w/envelope","4x6"" folded Happy F*cking Birthday card. Card is a 2-process linoleum block print on 140 lb. Muscletone cover stock from French Paper Co. Printed in orange with white asterisk overprint. Inside is blank. Each print is individually pressed by hand and will contain some unique imperfections.<br><br>Please contact me for larger orders.","SQ3265886","","","","","","","","","","","","","5.00","0.00","No","10","Cards","linoluem block, brown, orange, white, hand printed, 4x6, birthday, happy birthday, linoleum print, print, funny, mature, sarcastic","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367341608-U6R63JYWSR239XPKZKER/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2F2058d7%2F438791160%2Fil_fullxfull.438791160_spb1.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367342109-5BM8Y12RKHZK2CU2JLM6/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2F234de0%2F438791158%2Fil_fullxfull.438791158_d3o3.jpg"
"63d6f1e831372c3054957fda","df48b55b-ca52-43aa-a430-b049549b0fed","PHYSICAL","shop","cute-silkscreen-animal-poster-small-but-mighty-mighty-but-gentle","Cute silkscreen animal poster - Small but mighty, mighty but gentle","<p class="""">Simple 3-process silkscreen print with hand lettered typography and two best friends. Printed in neon pink and gold ink on 80# Cover from French Paper Co. Please note, pink comes through slightly more orange in person.</p><p class="""">Based on my 105lb. mastiff. Each print is hand cut and hand pulled and will contain minor variations. Looks great framed or unframed.</p>","SQ0823628","","","","","","","","","","","","","30.00","0.00","No","6","Posters","Hand Printed, hand lettered, hedge, masti, kid, kids, Typography","2.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1675360548986-64LVA37MEQTCXQICS3VY/IMG_4056.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1675031063096-MCU92X32T3PZ990IXQW8/IMG_4080.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1675031062554-J64G90SWGBS25VSG00LW/IMG_4062.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1675031063027-48KV0JM6BJIGQGBTC1ZR/IMG_4063.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1675031063150-20MX8FGMX751C0TCRSP1/IMG_4064.jpg"
"63714467f75f4e3465728bbb","aff072e5-e542-4a6e-8edb-271dee8226b5","PHYSICAL","shop","cute-silkscreen-poster-hedgehog-adventurer","Cute Silkscreen Poster - Hedgehog Adventurer","9x12"" poster. Poster is hand cut 4-process screenprint on 80 lb. coverstock with a slight texture. Each print was individually pulled by hand and signed, and will contain some unique imperfections. <br><br>Looks great in a kid's room or for a hedgehog lover, framed or unframed.","SQ3026265","","","","","","","","","","","","","32.50","0.00","No","0","Posters","hand printed, poster, hedgehog, adventure, gradient, fun","2.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367464055-0H2VHYBFACI84AJ50JVD/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2Fe56c5a%2F3204557211%2Fil_fullxfull.3204557211_rir8.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367464526-O106FET5UCWQUWIBP4K5/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2F4bf61a%2F3204557239%2Fil_fullxfull.3204557239_tir9.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367465057-F45L8BX0X4AT7N9CLAQ8/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2F4f8c2d%2F3156848334%2Fil_fullxfull.3156848334_6l43.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367465690-K85VY97B4T9J2QLQC8G5/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2F00c19a%2F3204557343%2Fil_fullxfull.3204557343_84n0.jpg"
"63714462ff31ab3905ea1d8d","1ae46215-3304-4e76-bdf8-838f5e8184c5","PHYSICAL","shop","funny-silkscreen-poster-the-possibilities-are-endless-some-restrictions-may-apply","Funny Silkscreen Poster - The Possibilities Are Endless* Some Restrictions May Apply","11x14"" poster. Poster is hand cut 2-process screenprint on 80lb. or 100lb. coverstock with a slight texture. Each print was individually pulled by hand and signed, and will contain some unique imperfections. <br><br>Variations:<br>White with black and neon yellow ink<br>Black with white and neon yellow ink (ink comes thru slightly greener on black)<br><br>Looks great at home or in an office, framed or unframed.","SQ3885786","Material","White 100lb. Paper","","","","","","","","","","","27.50","0.00","No","2","Posters","hand printed, poster, fun, neon, funny, asterisk, saying, Sayings, Funny Quote","2.0","16.0","2.0","2.0","Yes","https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367459065-YUKRILOKXKYBMUNR5FQF/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2F23e85d%2F3156864290%2Fil_fullxfull.3156864290_2dw6.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367459610-1WPUDOZXBIY46NQZXBED/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2F3606b3%2F3204573627%2Fil_fullxfull.3204573627_k43p.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367460593-4GYGOLQXJGMFVYEN4AJZ/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2F9dfa8d%2F3156864444%2Fil_fullxfull.3156864444_jvl4.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367461128-DRR6QFFA6VBZBMZ8KAOM/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2F2e8966%2F3204573767%2Fil_fullxfull.3204573767_qkjx.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367461645-GXRAFADRCK3DN2XEFAD2/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2F440073%2F3156864526%2Fil_fullxfull.3156864526_aesl.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367462260-SXFYHAY2BFDTG74GDLWK/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2Ff3e517%2F3156864584%2Fil_fullxfull.3156864584_8btp.jpg"
"","352620df-b55c-4c96-b5ad-3a5967acc3be","","","","","","SQ2400072","Material","Black 80lb. Paper","","","","","","","","","","","27.50","0.00","No","2","","","2.0","16.0","2.0","2.0","",""
"63714460f75f4e3465728bb4","9dba0c4e-f28e-4fb5-82d6-7d62d5fd3894","PHYSICAL","shop","simple-linoleum-print-poster-letter-c","Simple Linoleum Print Poster - Letter C","9x9"" poster with hand-drawn/hand cut letter C. <br><br>Poster is hand cut single-process linoleum block print in teal ink on 100 lb. Speckletone cover stock from French Paper Co. Each print is individually pressed by hand and signed, and will contain some unique imperfections.","SQ8789289","","","","","","","","","","","","","12.50","0.00","No","4","Posters","typography, handmade, hand drawn, letter, alphabet, c, linocut, handlettered, stripes","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367456532-T711UH9RNGVPLOOJTZDG/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2F0d8fa8%2F3204567623%2Fil_fullxfull.3204567623_7vv7.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367457153-S2MX9TSFQYVEQRVIZEOD/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2F0d8204%2F3204567769%2Fil_fullxfull.3204567769_n77e.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367457723-LX7ERQBNCHZ6HK4ASJGZ/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2F097812%2F3204567861%2Fil_fullxfull.3204567861_gxp8.jpg"
"6371445cff31ab3905ea1d88","57313ffe-92cc-4cae-9508-03c430cf9fa3","PHYSICAL","shop","funny-linoleum-print-poster-sht-could-be-worse","Funny Linoleum Print Poster - Sh*t Could Be Worse","<p class="""">Shit Could Be Worse 11x14"" poster inspired by the only advice my friend would give me on a bad day. Offered in two color options — original black or blue and gold ombre.<br><br>Poster is hand cut single-process linoleum block print in black ink on 100 lb. Speckletone cover stock from French Paper Co. Each print is individually pressed by hand, numbered and signed, and will contain some unique imperfections. <br><br>Looks great at home or in the office, framed on unframed.</p>","SQ8171952","Color","Original Black","","","","","","","","","","","22.50","0.00","No","2","Posters","Funny, Poster, Minimalist, Simple, Sarcastic, Advice, Hand Printed, Linoleum print, Typography, Mature, Shit Could Be Worse, inspirational, quote","2.0","11.0","14.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367453191-BKQDIF1YWVVYROJDBZRE/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2F2d67c0%2F438803063%2Fil_fullxfull.438803063_7ayo.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367453674-KHQ7M81R36KSVKE26PB5/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2F990741%2F3204580309%2Fil_fullxfull.3204580309_2i2c.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367454208-TYZHHWHO6V3LOASZHEXN/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2F63ec7f%2F3156871172%2Fil_fullxfull.3156871172_nll0.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367455111-ND2602H89NQ123OG5VA4/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2F83aa51%2F3156871222%2Fil_fullxfull.3156871222_rxnl.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1675965068445-MMS32GNAFOK6JLVJGOVP/IMG_4083.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1675965067756-DXPOZK1UHHQDKW36WMQS/IMG_4084.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1675965067295-PMOV5FMFBEWLAPPEVHDI/IMG_4085.jpg"
"","6b737dfd-0b41-473b-ac6d-2349095a729a","","","","","","SQ1964941","Color","Blue & Gold Ombre","","","","","","","","","","","22.50","0.00","No","4","","","2.0","11.0","14.0","0.0","",""
"637144552b948c6721bff985","9f83bce2-e55d-4cee-9241-950bf0bee796","PHYSICAL","shop","funny-silkscreen-poster-ill-be-nicer-if-youll-be-smarter","Funny Silkscreen Poster - I'll Be Nicer If You'll Be Smarter","11x15"" poster. Poster is printed in black and teal ink on 80 lb. smooth coverstock. Each print is individually pulled by hand, numbered and signed, and will contain some unique imperfections. <br><br>Looks great at home or in the office, framed on unframed.","SQ6980861","","","","","","","","","","","","","22.50","0.00","No","17","Posters","art, screenprint, poster, black, teal, coverstock, funny, sarcastic, ribbon, typography, gift, advice, inspirational, humor","2.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367445485-KVTS3LPP3XS2AP376S7K/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2Fc0f19e%2F3204562573%2Fil_fullxfull.3204562573_9dek.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367446148-6EIXZD8GTQXIJ83ZSV4A/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2F5dff0a%2F3156853514%2Fil_fullxfull.3156853514_s51t.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367447027-THSCJ4I2PQGWD3U3WDLY/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2Fd969b9%2F3156853538%2Fil_fullxfull.3156853538_cvxi.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367447704-JY5GVWZ48H3L78GWX6NC/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2Ff721e3%2F3204562697%2Fil_fullxfull.3204562697_fji5.jpg"
"637144522b948c6721bff97e","f512748f-4808-43a8-9202-659dcb8b69bb","PHYSICAL","shop","funny-silkscreen-poster-types-of-burrito-eaters","Funny Silkscreen Poster - Types of Burrito Eaters","12x18"" poster featuring types of burrito eaters by method. All icons were hand drawn then finished digitally.<br><br>Poster is hand cut single-process silkscreen print in black ink on 100 lb. Speckletone cover stock from French Paper Co. Each of the prints is individually pulled by hand, numbered and signed, and will contain some unique imperfections.<br><br>Looks great at home or in the office, framed on unframed.","SQ6211873","","","","","","","","","","","","","27.50","0.00","No","14","Posters","food, burritos, poster, silkscreen, handprinted, black, gift, sarcastic, funny, print, icons, illustration, iconography","2.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367442287-BUYSB25WA8MQJI822RKQ/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2F28f95b%2F3156836486%2Fil_fullxfull.3156836486_r0je.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367442901-9NBISA13OH8WXV4SNTOP/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2F4cbbb2%2F3149086564%2Fil_fullxfull.3149086564_axm1.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367443505-LX08TST1WEA92871AGHA/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2Faba15f%2F3196798737%2Fil_fullxfull.3196798737_gygs.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367444193-R0D4RY2H245FJANZ7HJZ/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2F33ace1%2F3149086626%2Fil_fullxfull.3149086626_cp28.jpg"
"6371444dff31ab3905ea1d70","102f3cbc-0c02-4f46-aa0d-8add9c284829","PHYSICAL","shop","simple-state-silkscreen-poster-the-north-star-state","Simple State Silkscreen Poster - The North Star State","Inspired by my home state - this 11x14"" poster is a hand lettered, hand cut and hand pulled labor of love. <br><br>Poster is printed in gold ink on black (80lb.) and white (100lb.) smooth coverstock. Each print is individually pulled by hand and signed, and will contain some unique imperfections. <br><br>Looks great at home or in the office, framed on unframed.","SQ8732581","Primary color","White","","","","","","","","","","","22.50","0.00","No","14","Posters","gold, minnesota, black, white, north star, star, state, handlettering, print, handprint, midwest, typography, handlettered","2.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367437650-9KD917W6UL6FSBVJUIR7/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2Fcee78e%2F3204560789%2Fil_fullxfull.3204560789_r7eq.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367438250-4NWQNWOR1KXHI1SSIMKJ/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2Fe44b80%2F3204560925%2Fil_fullxfull.3204560925_9xtd.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367439101-2IP7FVS3CFAR5CS1FRHE/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2Fc7089d%2F3156851868%2Fil_fullxfull.3156851868_dshi.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367439640-NANWKNNTOZU0K17LVMC1/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2Fe58de3%2F3156851930%2Fil_fullxfull.3156851930_48i8.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367440290-R8SQZ7IJ68R15FKUB4G3/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2F7b3cec%2F3204561063%2Fil_fullxfull.3204561063_qa8w.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367440916-OL5X5Z0WF8GGMJZHROP2/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2Fe0edf7%2F3156852026%2Fil_fullxfull.3156852026_7zsz.jpg"
"","e6411a7a-63d9-4347-8e16-9a0ef02d06ad","","","","","","SQ1796723","Primary color","Black","","","","","","","","","","","22.50","0.00","No","14","","","2.0","0.0","0.0","0.0","",""
"63714446f75f4e3465728b8d","c5ad45d9-8cad-4752-9757-bef195222fd1","PHYSICAL","shop","simple-linoleum-print-poster-letter-b","Simple Linoleum Print Poster - Letter B","9x9"" poster with hand-drawn/hand cut letter B. <br><br>Poster is hand cut single-process linoleum block print in blue ink on 100 lb. Speckletone cover stock from French Paper Co. Each print is individually pressed by hand and signed, and will contain some unique imperfections.","SQ7084599","","","","","","","","","","","","","12.50","0.00","No","13","Posters","B, Typography, Handmade, Hand drawn, Linocut, Design, Bold, Alphabet, Lettering, Handlettered, Handlettering, Blue, Swash","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367430726-ZW7TEY8G1GBHYSML2X19/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2F1d62a8%2F3156849752%2Fil_fullxfull.3156849752_rpag.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367431465-LQW5AQUE8AIWF90QDKO9/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2F15061d%2F3204558819%2Fil_fullxfull.3204558819_s1zx.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367432438-KW840PMXA97ZJQLP00YK/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2F4dc394%2F3204558867%2Fil_fullxfull.3204558867_5zlm.jpg"
"6371443dff31ab3905ea1d5b","31aae710-e6f0-4d84-8a5c-159491415deb","PHYSICAL","shop","funny-silkscreen-poster-what-doesnt-kill-you-makes-you-stronger-what-does-kill-you-makes-you-dead","Funny Silkscreen Poster - What Doesn't Kill You Makes You Stronger, What Does Kill You Makes You Dead","Some days are optimistic, some days are not – this is the poster for both. First poster in a 3-part Susie Sunshine/Debbie Downer series. <br><br>12 1/2x19” poster. Each is hand-printed, 3-process print in orange, blue, and black ink on 100 lb. Starch White Speckletone stock from French Paper Co. Each print is individually pulled by hand, numbered and signed, and will contain unique imperfections. Initial run of 10 prints.","SQ5916855","","","","","","","","","","","","","32.50","0.00","No","2","Posters","Poster, Print, silkscreen, funny, sarcastic, advice, art, handprint, optimistic, pessimistic, simple","2.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367422078-PYCFCB5G8Z7W10DMX2G9/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2F8f2dfa%2F3156845046%2Fil_fullxfull.3156845046_ktzu.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367422888-ZPE95WMTXKJAG185YIOL/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2Fcd6a35%2F3156845176%2Fil_fullxfull.3156845176_3ev9.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367423535-7WBCT2WT3S74CQ81OKHJ/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2F4813b8%2F3204554097%2Fil_fullxfull.3204554097_pdm3.jpg https://images.squarespace-cdn.com/content/v1/5d1f805519480f0001cfe1b6/1668367424053-ZZC19DUBAXYETSTAYN4X/https%3A%2F%2Fi.etsystatic.com%2F6311609%2Fr%2Fil%2F016b77%2F3156845262%2Fil_fullxfull.3156845262_lujo.jpg"
